,# Disease ID,Disease Name,Gene ID
12566,C0025202,melanoma,RAP1GAP
12567,C0025202,melanoma,RASA2
12568,C0025202,melanoma,ROS1
12569,C0025202,melanoma,RPS3
12570,C0025202,melanoma,SDHD
12571,C0025202,melanoma,DNAJC1
12572,C0025202,melanoma,IQCH
12573,C0025202,melanoma,SIPA1
12574,C0025202,melanoma,SLC5A5
12575,C0025202,melanoma,SLC6A11
12576,C0025202,melanoma,SLC15A2
12577,C0025202,melanoma,BRAF
12578,C0025202,melanoma,AURKA
12579,C0025202,melanoma,SYK
12580,C0025202,melanoma,SYT4
12581,C0025202,melanoma,PRDX2
12582,C0025202,melanoma,TERT
12583,C0025202,melanoma,TLR4
12584,C0025202,melanoma,TNF
12585,C0025202,melanoma,TP53
12586,C0025202,melanoma,TYR
12587,C0025202,melanoma,UGT2B10
12588,C0025202,melanoma,MRPL49
12589,C0025202,melanoma,VEGFC
12590,C0025202,melanoma,XRCC3
12591,C0025202,melanoma,SF1
12592,C0025202,melanoma,FTO
12593,C0025202,melanoma,FAT4
12594,C0025202,melanoma,TFPI2
12595,C0025202,melanoma,EPHX3
12596,C0025202,melanoma,ADAMTS20
12597,C0025202,melanoma,MLLT10
12598,C0025202,melanoma,CUBN
12599,C0025202,melanoma,SLC35G2
12600,C0025202,melanoma,CLPTM1L
12601,C0025202,melanoma,CAPN1
12602,C0025202,melanoma,TRRAP
12604,C0025202,melanoma,PLA2G6
12605,C0025202,melanoma,CASP8
12606,C0025202,melanoma,EIF1AD
12607,C0025202,melanoma,CASP10
12608,C0025202,melanoma,CUL3
12609,C0025202,melanoma,CDK10
12610,C0025202,melanoma,PKMYT1
12611,C0025202,melanoma,PTER
12612,C0025202,melanoma,GDF15
12613,C0025202,melanoma,RIN1
12614,C0025202,melanoma,BZW1
12615,C0025202,melanoma,USP6NL
12616,C0025202,melanoma,JAKMIP2
12617,C0025202,melanoma,GAB2
12618,C0025202,melanoma,SETDB1
12619,C0025202,melanoma,MAGEC1
12620,C0025202,melanoma,REC8
12621,C3809874,"LEUKEMIA, ACUTE LYMPHOBLASTIC, SUSCEPTIBILITY TO, 3",CDKN2A
12622,C3809874,"LEUKEMIA, ACUTE LYMPHOBLASTIC, SUSCEPTIBILITY TO, 3",IKZF1
12623,C3809874,"LEUKEMIA, ACUTE LYMPHOBLASTIC, SUSCEPTIBILITY TO, 3",ETV6
12624,C3809874,"LEUKEMIA, ACUTE LYMPHOBLASTIC, SUSCEPTIBILITY TO, 3",FLT3
12625,C3809874,"LEUKEMIA, ACUTE LYMPHOBLASTIC, SUSCEPTIBILITY TO, 3",ABL1
12626,C3809874,"LEUKEMIA, ACUTE LYMPHOBLASTIC, SUSCEPTIBILITY TO, 3",AUTS2
12627,C3809874,"LEUKEMIA, ACUTE LYMPHOBLASTIC, SUSCEPTIBILITY TO, 3",GATA3
12628,C3809874,"LEUKEMIA, ACUTE LYMPHOBLASTIC, SUSCEPTIBILITY TO, 3",FOXP1
12629,C3809874,"LEUKEMIA, ACUTE LYMPHOBLASTIC, SUSCEPTIBILITY TO, 3",HLA-C
12630,C3809874,"LEUKEMIA, ACUTE LYMPHOBLASTIC, SUSCEPTIBILITY TO, 3",HLF
12631,C3809874,"LEUKEMIA, ACUTE LYMPHOBLASTIC, SUSCEPTIBILITY TO, 3",IGH
12632,C3809874,"LEUKEMIA, ACUTE LYMPHOBLASTIC, SUSCEPTIBILITY TO, 3",KMT2A
12633,C3809874,"LEUKEMIA, ACUTE LYMPHOBLASTIC, SUSCEPTIBILITY TO, 3",AFF1
12634,C3809874,"LEUKEMIA, ACUTE LYMPHOBLASTIC, SUSCEPTIBILITY TO, 3",PAX5
12635,C3809874,"LEUKEMIA, ACUTE LYMPHOBLASTIC, SUSCEPTIBILITY TO, 3",PBX1
12636,C3809874,"LEUKEMIA, ACUTE LYMPHOBLASTIC, SUSCEPTIBILITY TO, 3",PDGFRA
12637,C3809874,"LEUKEMIA, ACUTE LYMPHOBLASTIC, SUSCEPTIBILITY TO, 3",PIP4K2A
12638,C3809874,"LEUKEMIA, ACUTE LYMPHOBLASTIC, SUSCEPTIBILITY TO, 3",BCR
12639,C3809874,"LEUKEMIA, ACUTE LYMPHOBLASTIC, SUSCEPTIBILITY TO, 3",TCF3
12640,C3809874,"LEUKEMIA, ACUTE LYMPHOBLASTIC, SUSCEPTIBILITY TO, 3",TP53
12641,C3809874,"LEUKEMIA, ACUTE LYMPHOBLASTIC, SUSCEPTIBILITY TO, 3",RUNX1
12642,C0032285,Pneumonia,CCR9
12643,C0032285,Pneumonia,CCR1
12644,C0032285,Pneumonia,CCR6
12645,C0032285,Pneumonia,PARP1
12646,C0032285,Pneumonia,CSF2
12647,C0032285,Pneumonia,AHR
12648,C0032285,Pneumonia,ABCF1
12649,C0032285,Pneumonia,SIRT1
12650,C0032285,Pneumonia,CXCR3
12651,C0032285,Pneumonia,CXCL1
12652,C0032285,Pneumonia,HMOX1
12653,C0032285,Pneumonia,IFNG
12654,C0032285,Pneumonia,IL1B
12655,C0032285,Pneumonia,IL1R1
12656,C0032285,Pneumonia,IL2RB
12657,C0032285,Pneumonia,IL4
12658,C0032285,Pneumonia,IL5RA
12659,C0032285,Pneumonia,IL6
12660,C0032285,Pneumonia,IL6ST
12661,C0032285,Pneumonia,IL13
12662,C0032285,Pneumonia,IL17A
12663,C0032285,Pneumonia,IL18
12664,C0032285,Pneumonia,ITGB2
12665,C0032285,Pneumonia,CXCL9
12666,C0032285,Pneumonia,MYLK
12667,C0032285,Pneumonia,PF4
12668,C0032285,Pneumonia,POMC
12669,C0032285,Pneumonia,CCL2
12670,C0032285,Pneumonia,CCL4
12671,C0032285,Pneumonia,CCL7
12672,C0032285,Pneumonia,CCL8
12673,C0032285,Pneumonia,CCL11
12674,C0032285,Pneumonia,CCL17
12675,C0032285,Pneumonia,CCL19
12676,C0032285,Pneumonia,CCL20
12677,C0032285,Pneumonia,CCL24
12678,C0032285,Pneumonia,CXCL5
12679,C0032285,Pneumonia,CX3CL1
12680,C0032285,Pneumonia,SPP1
12681,C0032285,Pneumonia,TGFB1
12682,C0032285,Pneumonia,TNF
12683,C0032285,Pneumonia,TNFRSF1A
12684,C0032285,Pneumonia,TNFRSF1B
12685,C0032285,Pneumonia,CCR2
12686,C0032285,Pneumonia,IL1R2
12687,C0032285,Pneumonia,CASP1
12688,C0032285,Pneumonia,CD40LG
12689,C0033805,Pseudohypoaldosteronism,GNAS-AS1
12690,C0033805,Pseudohypoaldosteronism,KLHL3
12691,C0033805,Pseudohypoaldosteronism,GNAS
12692,C0033805,Pseudohypoaldosteronism,NR3C2
12693,C0033805,Pseudohypoaldosteronism,SCNN1A
12694,C0033805,Pseudohypoaldosteronism,SCNN1B
12695,C0033805,Pseudohypoaldosteronism,SCNN1G
12696,C0033805,Pseudohypoaldosteronism,WNK1
12697,C0033805,Pseudohypoaldosteronism,WNK4
12699,C0033805,Pseudohypoaldosteronism,STX16
12700,C0027708,Nephroblastoma,GLIPR1
12701,C0027708,Nephroblastoma,POU6F2
12702,C0027708,Nephroblastoma,DIS3L2
12703,C0027708,Nephroblastoma,CTNNB1
12704,C0027708,Nephroblastoma,DDX1
12705,C0027708,Nephroblastoma,DLG2
12706,C0027708,Nephroblastoma,PCSK9
12707,C0027708,Nephroblastoma,GPC3
12708,C0027708,Nephroblastoma,H19
12709,C0027708,Nephroblastoma,IGF2
12710,C0027708,Nephroblastoma,NHS
12711,C0027708,Nephroblastoma,REST
12712,C0027708,Nephroblastoma,BRCA2
12713,C0027708,Nephroblastoma,TCN2
12714,C0027708,Nephroblastoma,VHL
12715,C0027708,Nephroblastoma,WT1
12716,C1838951,LEIGH SYNDROME DUE TO MITOCHONDRIAL COMPLEX I DEFICIENCY,MTFMT
12717,C1838951,LEIGH SYNDROME DUE TO MITOCHONDRIAL COMPLEX I DEFICIENCY,NDUFAF6
12718,C1838951,LEIGH SYNDROME DUE TO MITOCHONDRIAL COMPLEX I DEFICIENCY,NDUFS7
12719,C1838951,LEIGH SYNDROME DUE TO MITOCHONDRIAL COMPLEX I DEFICIENCY,MT-ND2
12720,C1838951,LEIGH SYNDROME DUE TO MITOCHONDRIAL COMPLEX I DEFICIENCY,MT-ND3
12721,C1838951,LEIGH SYNDROME DUE TO MITOCHONDRIAL COMPLEX I DEFICIENCY,MT-ND5
12722,C1838951,LEIGH SYNDROME DUE TO MITOCHONDRIAL COMPLEX I DEFICIENCY,MT-ND6
12723,C1838951,LEIGH SYNDROME DUE TO MITOCHONDRIAL COMPLEX I DEFICIENCY,NDUFA2
12724,C1838951,LEIGH SYNDROME DUE TO MITOCHONDRIAL COMPLEX I DEFICIENCY,NDUFA9
12725,C1838951,LEIGH SYNDROME DUE TO MITOCHONDRIAL COMPLEX I DEFICIENCY,NDUFA10
12726,C1838951,LEIGH SYNDROME DUE TO MITOCHONDRIAL COMPLEX I DEFICIENCY,NDUFS3
12727,C1838951,LEIGH SYNDROME DUE TO MITOCHONDRIAL COMPLEX I DEFICIENCY,NDUFS4
12728,C1838951,LEIGH SYNDROME DUE TO MITOCHONDRIAL COMPLEX I DEFICIENCY,NDUFA12
12729,C1838951,LEIGH SYNDROME DUE TO MITOCHONDRIAL COMPLEX I DEFICIENCY,NDUFAF2
12731,C1140680,Malignant neoplasm of ovary,ANKLE1
12732,C1140680,Malignant neoplasm of ovary,CTNNB1
12733,C1140680,Malignant neoplasm of ovary,TIPARP
12734,C1140680,Malignant neoplasm of ovary,BABAM1
12735,C1140680,Malignant neoplasm of ovary,HAGLR
12736,C1140680,Malignant neoplasm of ovary,OPCML
12737,C1140680,Malignant neoplasm of ovary,PIK3CA
12738,C1140680,Malignant neoplasm of ovary,BRCA1
12739,C1140680,Malignant neoplasm of ovary,BRCA2
12740,C1140680,Malignant neoplasm of ovary,HNF1B
12741,C1140680,Malignant neoplasm of ovary,MLLT10
12742,C1140680,Malignant neoplasm of ovary,BRIP1
12743,C1140680,Malignant neoplasm of ovary,SKAP1
12744,C1140680,Malignant neoplasm of ovary,CHMP4C
12745,C0031511,Pheochromocytoma,CHGA
12746,C0031511,Pheochromocytoma,COMT
12747,C0031511,Pheochromocytoma,DBH
12748,C0031511,Pheochromocytoma,DDC
12749,C0031511,Pheochromocytoma,KIF1B
12750,C0031511,Pheochromocytoma,GDNF
12751,C0031511,Pheochromocytoma,MAOA
12752,C0031511,Pheochromocytoma,MAOB
12753,C0031511,Pheochromocytoma,MAX
12754,C0031511,Pheochromocytoma,NF1
12755,C0031511,Pheochromocytoma,TMEM127
12756,C0031511,Pheochromocytoma,RET
12757,C0031511,Pheochromocytoma,SDHB
12758,C0031511,Pheochromocytoma,SDHD
12759,C0031511,Pheochromocytoma,TH
12760,C0031511,Pheochromocytoma,VHL
12762,C1336708,Testicular Germ Cell Tumor,CENPE
12763,C1336708,Testicular Germ Cell Tumor,DAZL
12764,C1336708,Testicular Germ Cell Tumor,DMRT1
12765,C1336708,Testicular Germ Cell Tumor,FGFR3
12766,C1336708,Testicular Germ Cell Tumor,HPGDS
12767,C1336708,Testicular Germ Cell Tumor,KIT
12768,C1336708,Testicular Germ Cell Tumor,KITLG
12769,C1336708,Testicular Germ Cell Tumor,MMP2
12770,C1336708,Testicular Germ Cell Tumor,PITX1
12771,C1336708,Testicular Germ Cell Tumor,RFWD3
12772,C1336708,Testicular Germ Cell Tumor,ATF7IP
12773,C1336708,Testicular Germ Cell Tumor,BAK1
12774,C1336708,Testicular Germ Cell Tumor,PRDM14
12775,C1336708,Testicular Germ Cell Tumor,STK10
12776,C1336708,Testicular Germ Cell Tumor,STK11
12777,C1336708,Testicular Germ Cell Tumor,HNF1B
12778,C1336708,Testicular Germ Cell Tumor,UCK2
12780,C1336708,Testicular Germ Cell Tumor,SPRY4
12781,C1336708,Testicular Germ Cell Tumor,MAD1L1
12782,C1336708,Testicular Germ Cell Tumor,MCM3AP
12783,C1336708,Testicular Germ Cell Tumor,ZNF254
12784,C1336708,Testicular Germ Cell Tumor,SLC25A44
12785,C0020619,Hypogonadism,CGB3
12786,C0020619,Hypogonadism,CYP17A1
12787,C0020619,Hypogonadism,CYP19A1
12788,C0020619,Hypogonadism,FSHB
12789,C0020619,Hypogonadism,GNRH1
12790,C0020619,Hypogonadism,GNRHR
12791,C0020619,Hypogonadism,LEP
12792,C0020619,Hypogonadism,LEPR
12793,C0020619,Hypogonadism,LHB
12794,C0020619,Hypogonadism,POLD1
12795,C0020619,Hypogonadism,SLC29A3
12796,C0020619,Hypogonadism,PRL
12797,C0020619,Hypogonadism,TAC3
12798,C0020619,Hypogonadism,TACR3
12799,C0026650,Movement Disorders,MICU1
12800,C0026650,Movement Disorders,UTS2
12801,C0026650,Movement Disorders,CNR1
12802,C0026650,Movement Disorders,CRH
12803,C0026650,Movement Disorders,DRD1
12804,C0026650,Movement Disorders,DRD2
12805,C0026650,Movement Disorders,DRD3
12806,C0026650,Movement Disorders,ARC
12807,C0026650,Movement Disorders,FOLR1
12808,C0026650,Movement Disorders,FOSB
12809,C0026650,Movement Disorders,TSEN54
12810,C0026650,Movement Disorders,HTT
12811,C0026650,Movement Disorders,NRG1
12812,C0026650,Movement Disorders,ACHE
12813,C0026650,Movement Disorders,OPRM1
12814,C0026650,Movement Disorders,PDYN
12815,C0026650,Movement Disorders,SCN1A
12816,C0026650,Movement Disorders,SLC12A2
12817,C0026650,Movement Disorders,XK
12818,C0026650,Movement Disorders,TSEN34
12819,C0026650,Movement Disorders,TSEN2
12820,C1261473,Sarcoma,CSF2
12821,C1261473,Sarcoma,PRAME
12822,C1261473,Sarcoma,GSTP1
12823,C1261473,Sarcoma,IFNG
12824,C1261473,Sarcoma,MCL1
12825,C1261473,Sarcoma,NF1
12826,C1261473,Sarcoma,PAX3
12827,C1261473,Sarcoma,PIK3CA
12828,C1261473,Sarcoma,MAML3
12829,C1261473,Sarcoma,SMARCA4
12830,C1261473,Sarcoma,SOX2
12831,C1261473,Sarcoma,TNF
12832,C1261473,Sarcoma,TP53
12833,C0024232,Lymphatic Metastasis,MSLN
12834,C0024232,Lymphatic Metastasis,ERBB2
12835,C0024232,Lymphatic Metastasis,FOXP1
12836,C0024232,Lymphatic Metastasis,SFN
12837,C0024232,Lymphatic Metastasis,ANXA1
12838,C0024232,Lymphatic Metastasis,AQP3
12839,C0024232,Lymphatic Metastasis,KISS1
12840,C0024232,Lymphatic Metastasis,MT1A
12841,C0024232,Lymphatic Metastasis,ANGPTL4
12842,C0024232,Lymphatic Metastasis,SHBG
12843,C0024232,Lymphatic Metastasis,SOD2
12844,C0024232,Lymphatic Metastasis,STAT3
12845,C0024232,Lymphatic Metastasis,TSHR
12846,C0024232,Lymphatic Metastasis,RASSF2
12847,C0020615,Hypoglycemia,GSR
12848,C0020615,Hypoglycemia,IGF2
12849,C0020615,Hypoglycemia,IL1B
12850,C0020615,Hypoglycemia,INS
12851,C0020615,Hypoglycemia,SERPINA1
12852,C0020615,Hypoglycemia,PPARA
12853,C0020615,Hypoglycemia,SOD2
12854,C0020615,Hypoglycemia,HNF1A
12855,C0020615,Hypoglycemia,TNF
12856,C0020615,Hypoglycemia,CACNA1C
12857,C0002895,"Anemia, Sickle Cell",DHODH
12858,C0002895,"Anemia, Sickle Cell",HBB
12859,C0002895,"Anemia, Sickle Cell",HP
12860,C0002895,"Anemia, Sickle Cell",NPPB
12861,C0002895,"Anemia, Sickle Cell",BCL11A
12862,C0002895,"Anemia, Sickle Cell",TNF
12863,C0002895,"Anemia, Sickle Cell",UMPS
12864,C0002895,"Anemia, Sickle Cell",VCAM1
12865,C0002895,"Anemia, Sickle Cell",CAD
12866,C0002895,"Anemia, Sickle Cell",NPRL3
12867,C0238288,"Muscular Dystrophy, Facioscapulohumeral",DUX4
12868,C0238288,"Muscular Dystrophy, Facioscapulohumeral",CDKN1A
12869,C0238288,"Muscular Dystrophy, Facioscapulohumeral",COL3A1
12870,C0238288,"Muscular Dystrophy, Facioscapulohumeral",DCN
12871,C0238288,"Muscular Dystrophy, Facioscapulohumeral",ACAN
12872,C0238288,"Muscular Dystrophy, Facioscapulohumeral",ELN
12874,C0238288,"Muscular Dystrophy, Facioscapulohumeral",SMCHD1
12875,C0238288,"Muscular Dystrophy, Facioscapulohumeral",FRG1
12876,C0238288,"Muscular Dystrophy, Facioscapulohumeral",GSTT2
12877,C0238288,"Muscular Dystrophy, Facioscapulohumeral",HSPA1B
12878,C0238288,"Muscular Dystrophy, Facioscapulohumeral",HSPA4
12879,C0238288,"Muscular Dystrophy, Facioscapulohumeral",LUM
12882,C1527249,Colorectal Cancer,CCAT2
12884,C1527249,Colorectal Cancer,POLD3
12885,C1527249,Colorectal Cancer,POU2AF3
12886,C1527249,Colorectal Cancer,VTI1A
12887,C1527249,Colorectal Cancer,CTNNB1
12889,C1527249,Colorectal Cancer,HSPA12A
12890,C1527249,Colorectal Cancer,GATA3
12891,C1527249,Colorectal Cancer,GREM1
12893,C1527249,Colorectal Cancer,LAMA5
12894,C1527249,Colorectal Cancer,LAMC1
12895,C1527249,Colorectal Cancer,COLCA1
12896,C1527249,Colorectal Cancer,SMAD7
12897,C1527249,Colorectal Cancer,MT-CO1
12898,C1527249,Colorectal Cancer,LIMA1
12899,C1527249,Colorectal Cancer,PDGFRL
12900,C1527249,Colorectal Cancer,PIK3CA
12902,C1527249,Colorectal Cancer,MYNN
12903,C1527249,Colorectal Cancer,NXN
12904,C1527249,Colorectal Cancer,SLC22A3
12905,C1527249,Colorectal Cancer,BRAF
12906,C1527249,Colorectal Cancer,TBX3
12907,C1527249,Colorectal Cancer,TCF7L2
12908,C1527249,Colorectal Cancer,TGFB1
12909,C1527249,Colorectal Cancer,MYRF
12910,C1527249,Colorectal Cancer,BICC1
12911,C1527249,Colorectal Cancer,B9D2
12912,C1527249,Colorectal Cancer,CABLES2
12913,C1527249,Colorectal Cancer,RHPN2
12914,C1527249,Colorectal Cancer,CCND2
12915,C1527249,Colorectal Cancer,CDH1
12916,C0004153,Atherosclerosis,ABI2
12917,C0004153,Atherosclerosis,CNR2
12918,C0004153,Atherosclerosis,CRP
12919,C0004153,Atherosclerosis,PARP1
12920,C0004153,Atherosclerosis,CYBA
12921,C0004153,Atherosclerosis,CYP27A1
12922,C0004153,Atherosclerosis,AGER
12923,C0004153,Atherosclerosis,AGT
12924,C0004153,Atherosclerosis,ABCA1
12925,C0004153,Atherosclerosis,AHR
12926,C0004153,Atherosclerosis,ESR1
12927,C0004153,Atherosclerosis,SIRT1
12928,C0004153,Atherosclerosis,ALOX5
12929,C0004153,Atherosclerosis,ALOX5AP
12930,C0004153,Atherosclerosis,ALOX15
12931,C0004153,Atherosclerosis,GSTM1
12932,C0004153,Atherosclerosis,HP
12933,C0004153,Atherosclerosis,HRH1
12934,C0004153,Atherosclerosis,HSPA1B
12935,C0004153,Atherosclerosis,APOA4
12936,C0004153,Atherosclerosis,ICAM1
12937,C0004153,Atherosclerosis,IFNG
12938,C0004153,Atherosclerosis,APOE
12939,C0004153,Atherosclerosis,IGF2
12940,C0004153,Atherosclerosis,FASLG
12941,C0004153,Atherosclerosis,IL6
12942,C0004153,Atherosclerosis,LDLR
12943,C0004153,Atherosclerosis,LPA
12944,C0004153,Atherosclerosis,LTA4H
12945,C0004153,Atherosclerosis,MMP1
12947,C0004153,Atherosclerosis,NOS2
12948,C0004153,Atherosclerosis,NOS3
12949,C0004153,Atherosclerosis,NPC1
12950,C0004153,Atherosclerosis,SERPINE1
12951,C0004153,Atherosclerosis,PLA2G2A
12952,C0004153,Atherosclerosis,PLAT
12953,C0004153,Atherosclerosis,PON1
12954,C0004153,Atherosclerosis,PPARG
12955,C0004153,Atherosclerosis,PTGS2
12956,C0004153,Atherosclerosis,CCL2
12957,C0004153,Atherosclerosis,CCL3
12958,C0004153,Atherosclerosis,CCL4
12959,C0004153,Atherosclerosis,ABCG5
12960,C0004153,Atherosclerosis,SOD1
12961,C0004153,Atherosclerosis,SOD2
12962,C0004153,Atherosclerosis,STAT3
12963,C0004153,Atherosclerosis,TLR4
12964,C0004153,Atherosclerosis,TNF
12965,C0004153,Atherosclerosis,TTPA
12966,C0004153,Atherosclerosis,VCAM1
12967,C0004153,Atherosclerosis,VEGFA
12968,C0004153,Atherosclerosis,TRPV1
12969,C0004153,Atherosclerosis,SOCS3
12970,C0004153,Atherosclerosis,ADIPOQ
12972,C0004096,Asthma,RAD50
12973,C0004096,Asthma,CDK2
12977,C0004096,Asthma,VAV3
12978,C0004096,Asthma,TSBP1
12979,C0004096,Asthma,ADCY2
12980,C0004096,Asthma,KIF3A
12981,C0004096,Asthma,ADCYAP1R1
12982,C0004096,Asthma,SCGB3A2
12983,C0004096,Asthma,WDR36
12984,C0004096,Asthma,PARP1
12985,C0004096,Asthma,PYHIN1
12986,C0004096,Asthma,ADRB2
12987,C0004096,Asthma,SLC30A8
12988,C0004096,Asthma,NQO1
12989,C0004096,Asthma,DNAH5
12990,C0004096,Asthma,DNMT1
12991,C0004096,Asthma,EDN1
12992,C0004096,Asthma,ERBB4
12993,C0004096,Asthma,ALDH2
12994,C0004096,Asthma,CDHR3
12995,C0004096,Asthma,IKZF3
12996,C0004096,Asthma,RAP1GAP2
12997,C0004096,Asthma,FBXL7
12998,C0004096,Asthma,CLEC16A
12999,C0004096,Asthma,CRB1
13000,C0004096,Asthma,ALOX5
13001,C0004096,Asthma,GAB1
13002,C0004096,Asthma,ABI3BP
13003,C0004096,Asthma,IFNL3
13004,C0004096,Asthma,GSDMA
13006,C0004096,Asthma,CTNNA3
13007,C0004096,Asthma,GSTM1
13008,C0004096,Asthma,GSTP1
13009,C0004096,Asthma,TBX21
13010,C0004096,Asthma,HLA-DPA1
13011,C0004096,Asthma,HLA-DPB1
13012,C0004096,Asthma,HLA-DQA1
13013,C0004096,Asthma,HLA-DQB1
13014,C0004096,Asthma,HLA-DRB1
13015,C0004096,Asthma,HLA-G
13016,C0004096,Asthma,HMOX1
13017,C0004096,Asthma,HNMT
13018,C0004096,Asthma,HSD11B2
13019,C0004096,Asthma,TNC
13020,C0004096,Asthma,ICAM1
13021,C0004096,Asthma,IL1B
13022,C0004096,Asthma,IL1RN
13023,C0004096,Asthma,IL2RB
13024,C0004096,Asthma,IL4
13025,C0004096,Asthma,IL5
13026,C0004096,Asthma,IL6R
13027,C0004096,Asthma,IL12B
13028,C0004096,Asthma,IL13
13029,C0004096,Asthma,AREG
13030,C0004096,Asthma,ARG1
13031,C0004096,Asthma,ARG2
13032,C0004096,Asthma,NPSR1
13033,C0004096,Asthma,KRT19
13034,C0004096,Asthma,SMAD3
13036,C0004096,Asthma,MMP9
13037,C0004096,Asthma,MMP10
13038,C0004096,Asthma,MUC7
13039,C0004096,Asthma,MYB
13040,C0004096,Asthma,NOS2
13041,C0004096,Asthma,NPY
13042,C0004096,Asthma,NOTCH4
13043,C0004096,Asthma,PBX2
13044,C0004096,Asthma,KLHL5
13045,C0004096,Asthma,PHF11
13046,C0004096,Asthma,PDE4B
13047,C0004096,Asthma,PDE4D
13048,C0004096,Asthma,PLAU
13049,C0004096,Asthma,PPP2CA
13050,C0004096,Asthma,GSDMB
13051,C0004096,Asthma,PRKG1
13052,C0004096,Asthma,PSAP
13053,C0004096,Asthma,PTEN
13054,C0004096,Asthma,BCL2
13055,C0004096,Asthma,RNASE3
13056,C0004096,Asthma,HPSE2
13057,C0004096,Asthma,RORA
13058,C0004096,Asthma,BGLAP
13059,C0004096,Asthma,CCL2
13060,C0004096,Asthma,CCL5
13061,C0004096,Asthma,CCL11
13062,C0004096,Asthma,IKZF4
13063,C0004096,Asthma,PMEL
13064,C0004096,Asthma,SLC22A5
13065,C0004096,Asthma,SOD1
13066,C0004096,Asthma,SPRR2B
13067,C0004096,Asthma,TGFB1
13068,C0004096,Asthma,TIMP3
13069,C0004096,Asthma,TLR1
13070,C0004096,Asthma,TNF
13071,C0004096,Asthma,TNS1
13072,C0004096,Asthma,SCGB1A1
13073,C0004096,Asthma,VEGFA
13074,C0004096,Asthma,PLA2G7
13075,C0004096,Asthma,CAT
13076,C0004096,Asthma,TSLP
13077,C0004096,Asthma,IL18R1
13078,C0004096,Asthma,TRPA1
13079,C0004096,Asthma,IL33
13080,C0004096,Asthma,IL1RL1
13081,C0004096,Asthma,CD14
13082,C0004096,Asthma,ORMDL3
13083,C0004096,Asthma,CXCL14
13084,C0949658,"Cardiomyopathy, Hypertrophic, Familial",CRYAB
13085,C0949658,"Cardiomyopathy, Hypertrophic, Familial",DES
13086,C0949658,"Cardiomyopathy, Hypertrophic, Familial",DSG2
13087,C0949658,"Cardiomyopathy, Hypertrophic, Familial",GPD1L
13088,C0949658,"Cardiomyopathy, Hypertrophic, Familial",ANKRD1
13089,C0949658,"Cardiomyopathy, Hypertrophic, Familial",LAMP2
13090,C0949658,"Cardiomyopathy, Hypertrophic, Familial",MT-TG
13091,C0949658,"Cardiomyopathy, Hypertrophic, Familial",MT-TI
13092,C0949658,"Cardiomyopathy, Hypertrophic, Familial",MYBPC3
13093,C0949658,"Cardiomyopathy, Hypertrophic, Familial",MYH6
13094,C0949658,"Cardiomyopathy, Hypertrophic, Familial",MYH7
13095,C0949658,"Cardiomyopathy, Hypertrophic, Familial",MYL2
13096,C0949658,"Cardiomyopathy, Hypertrophic, Familial",MYL3
13097,C0949658,"Cardiomyopathy, Hypertrophic, Familial",JPH2
13098,C0949658,"Cardiomyopathy, Hypertrophic, Familial",SCN5A
13099,C0949658,"Cardiomyopathy, Hypertrophic, Familial",TNNI3
13100,C0949658,"Cardiomyopathy, Hypertrophic, Familial",TNNT2
13101,C0949658,"Cardiomyopathy, Hypertrophic, Familial",TPM1
13102,C0949658,"Cardiomyopathy, Hypertrophic, Familial",CSRP3
13103,C0949658,"Cardiomyopathy, Hypertrophic, Familial",CAV3
13104,C0949658,"Cardiomyopathy, Hypertrophic, Familial",ACTN2
13105,C0949658,"Cardiomyopathy, Hypertrophic, Familial",NEXN
13106,C0949658,"Cardiomyopathy, Hypertrophic, Familial",KCNE2
13107,C0037286,Skin Neoplasms,CEBPA
13108,C0037286,Skin Neoplasms,CSF3
13109,C0037286,Skin Neoplasms,CSNK2A1
13110,C0037286,Skin Neoplasms,CSNK2A2
13111,C0037286,Skin Neoplasms,CSNK2B
13112,C0037286,Skin Neoplasms,ERBB4
13113,C0037286,Skin Neoplasms,ERCC2
13114,C0037286,Skin Neoplasms,AKT1
13115,C0037286,Skin Neoplasms,PTK2B
13116,C0037286,Skin Neoplasms,FLT1
13117,C0037286,Skin Neoplasms,POT1
13118,C0037286,Skin Neoplasms,GJA1
13119,C0037286,Skin Neoplasms,GJB2
13120,C0037286,Skin Neoplasms,GJB5
13121,C0037286,Skin Neoplasms,GLI2
13122,C0037286,Skin Neoplasms,GYPA
13123,C0037286,Skin Neoplasms,HIF1A
13124,C0037286,Skin Neoplasms,AIRE
13125,C0037286,Skin Neoplasms,HRAS
13126,C0037286,Skin Neoplasms,HCAR2
13127,C0037286,Skin Neoplasms,IGF1R
13128,C0037286,Skin Neoplasms,IL1A
13129,C0037286,Skin Neoplasms,AQP3
13130,C0037286,Skin Neoplasms,IVL
13131,C0037286,Skin Neoplasms,KRT1
13132,C0037286,Skin Neoplasms,KRT10
13133,C0037286,Skin Neoplasms,KRT17
13134,C0037286,Skin Neoplasms,LORICRIN
13135,C0037286,Skin Neoplasms,MMP9
13136,C0037286,Skin Neoplasms,ASIP
13137,C0037286,Skin Neoplasms,NFE2L2
13138,C0037286,Skin Neoplasms,NPPA
13139,C0037286,Skin Neoplasms,ODC1
13140,C0037286,Skin Neoplasms,PPARD
13141,C0037286,Skin Neoplasms,PTCH1
13142,C0037286,Skin Neoplasms,PTGS2
13143,C0037286,Skin Neoplasms,RELA
